INSEE_CO;CP;SUPERFICIE;POPULATION;prob;severite;type_evt;survenance;csq;date_bulletin;Heure_d�p�t;date_prevision;Type 
11315;11160;2193;2016;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66202;66120;789;200;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66124;66120;2992;1839;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
09243;09600;218;87;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11437;11170;539;823;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
09087;09250;1583;64;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
09197;09110;886;35;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11170;11430;6271;4644;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
09161;09600;1213;633;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
09166;09300;589;105;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11087;11270;1375;79;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11372;11600;1187;380;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66117;66210;40;216;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
09311;09110;366;19;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66167;66800;1132;1037;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11230;11140;1668;27;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11058;11240;1010;260;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11233;11120;530;765;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11066;11340;1155;115;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
34226;34310;3009;1605;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
09220;09110;7154;189;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
34302;34210;2101;685;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11051;11270;727;175;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11184;11420;1296;100;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
09157;09600;1434;2654;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
34092;34310;2594;984;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
09318;09250;256;119;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
09218;09110;1854;82;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11072;11270;1251;204;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66120;66340;570;67;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11217;11120;574;1180;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
09074;09500;1031;165;40;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11207;11300;467;235;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11044;11330;2628;93;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66157;66360;1021;23;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11197;11300;719;604;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66206;66230;2647;95;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11007;11330;1745;99;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11029;11580;1458;73;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11272;11570;1498;2127;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66204;66500;1368;327;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11065;11190;2655;71;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11039;11300;669;43;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11137;11330;1036;134;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11020;11330;2152;32;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11090;11300;684;655;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11229;11140;884;24;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11201;11250;1174;752;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11387;11220;863;80;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11069;11000;6514;47268;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11257;11800;1463;204;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11105;11300;643;666;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11085;11570;895;928;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11332;11200;3001;1183;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11435;11330;2005;150;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11328;11240;1188;253;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11211;11300;1030;515;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66052;66500;284;362;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
09200;09600;1756;115;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11048;11200;2322;704;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11406;11580;1513;38;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11155;11190;2105;61;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66034;66500;535;110;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11050;11500;1412;207;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11415;11250;609;97;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11209;11190;802;206;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66116;66150;2198;195;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11140;11200;1615;1155;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11127;11140;3233;95;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11241;11700;1067;326;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66090;66360;997;47;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11251;11220;3513;523;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11131;11260;1194;369;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11129;11260;1059;2088;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11005;11290;1665;1296;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11042;11700;848;205;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66010;66360;2992;44;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11363;11220;1669;174;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11163;11140;788;50;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11304;11500;2195;3249;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66128;66360;1648;14;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11337;11700;541;406;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11006;11360;2288;71;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11409;11330;1692;101;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11152;11360;2774;146;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11117;11330;1365;114;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11431;11360;2438;274;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11266;11210;3734;5682;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66045;66500;803;718;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11176;11220;1359;57;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
09237;09460;285;39;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11185;11220;3248;575;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66155;66360;5079;90;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11345;11360;758;287;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11151;11800;614;419;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11177;11140;676;37;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11350;11500;1390;65;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11381;11190;1899;80;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11390;11200;2652;530;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11202;11370;4801;4030;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11424;11230;1274;100;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11249;11230;1456;97;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11323;11300;1175;211;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11317;11140;1202;141;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11143;11510;2426;96;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66104;66500;575;876;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11386;11220;3791;383;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11420;11250;1263;116;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11354;11220;712;24;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66109;66500;1306;217;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11250;11330;741;42;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11325;11250;555;409;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11045;11300;1092;127;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11344;11250;2385;762;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11110;11220;974;102;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11147;11140;555;4;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11352;11500;1603;62;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11412;11580;1343;64;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11373;11140;2015;72;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11206;11300;3252;10155;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11427;11300;1357;321;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11293;11250;1064;805;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11125;11360;3269;160;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11389;11580;690;13;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11019;11140;1084;40;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11015;11190;1902;263;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11060;11140;773;52;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66219;66500;1394;10;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11263;11500;1299;269;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11376;11190;1007;78;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11261;11700;1608;638;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11119;11300;376;287;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
09165;09300;1642;236;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66149;66500;1106;5854;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11073;11190;389;62;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11318;11700;367;120;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11398;11510;1259;203;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11214;11300;440;360;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11329;11260;1275;212;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66085;66820;967;407;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11118;11330;791;44;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
09239;09460;3638;141;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11183;11250;2557;257;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11031;11140;524;39;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66068;66360;1514;117;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11109;11190;468;54;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11274;11300;635;334;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11101;11500;973;46;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11103;11190;694;1156;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11377;11190;430;47;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11161;11250;480;108;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66119;66500;7111;293;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11316;11230;2488;225;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66061;66260;1679;109;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11121;11240;520;96;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11351;11220;2536;780;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66161;66500;1290;1229;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11256;11200;1141;512;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11397;11800;1795;5305;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11219;11140;1993;24;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66159;66210;1063;56;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11097;11190;464;63;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11144;11510;3071;1012;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11148;11700;1023;520;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66191;66360;2311;28;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11287;11190;1497;82;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11309;11190;1503;62;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66150;66230;11905;1076;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11083;11220;874;53;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11157;11360;1908;246;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11224;11330;1234;29;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11423;11570;1737;152;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11346;11260;733;112;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11213;11330;1231;43;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11388;11330;1909;48;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66125;66360;2919;398;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11347;11500;1415;98;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11440;11220;482;37;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11355;11300;970;348;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11132;11200;2894;1261;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11436;11360;3203;385;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11169;11250;1424;91;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11306;11500;1406;40;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66166;66360;1514;359;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11392;11220;1202;274;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11063;11260;614;667;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
09252;09460;957;90;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11289;11300;1339;993;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11003;11300;543;198;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11260;11330;1399;121;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11071;11360;1571;217;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11295;11490;3499;1229;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11086;11510;903;727;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11062;11140;1079;13;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11333;11230;2147;110;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11330;11800;657;486;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11038;11140;1548;57;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11091;11230;1605;1123;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11299;11250;857;543;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11120;11300;322;539;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11271;11330;1843;33;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66156;66730;1965;109;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11168;11500;560;114;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11322;11540;4554;991;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11023;11800;994;746;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11417;11300;1304;100;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66057;66820;1108;464;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66193;66360;1753;213;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11305;11360;1651;66;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11301;11700;1390;1091;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66091;66230;2380;55;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11374;11330;851;19;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11191;11330;2084;148;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11021;11140;1204;624;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11321;11140;2231;77;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11122;11700;1472;705;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11187;11330;891;49;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11414;11220;1188;33;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66122;66500;2901;67;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11314;11220;733;87;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66078;66820;893;169;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11017;11140;656;83;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
66123;66360;3712;163;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11055;11190;2756;200;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11303;11230;4280;520;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11068;11700;1597;1586;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11046;11300;933;44;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
11311;11220;951;295;60;2;Inondations pluies;Matin;;22/01/2020;7;22/01/2020;Alerte
